Abbreviation,Number,Full Title,Raw Credits,Min Credits,Max Credits,Has Credit Range,Gen-Eds,Full Description
CZCH,406,Advanced Czech II,3.0,3.0,3.0,False,[],"Advanced readings and discussion in Czech in humanities and social science topics, continued. Requisites: Prerequisite, CZCH 405; permission of the instructor for students lacking the prerequisite. Grading status: Letter grade. "
CZCH,411,Introduction to Czech Literature,3.0,3.0,3.0,False,"['LA', 'BN']","Introduction to Czech literature with an emphasis on 19th- and 20th-century prose. Taught in English. Some readings in Czech for qualified students. Gen Ed: LA, BN. Grading status: Letter grade. "
CZCH,469,Milan Kundera and World Literature,3.0,3.0,3.0,False,"['LA', 'BN']","This course traces Milan Kundera's literary path from his communist poetic youth to his present postmodern Francophilia. His work will be compared with those authors he considers his predecessors and influences in European literature. Taught in English. Some readings in Czech for qualified students. Gen Ed: LA, BN. Grading status: Letter grade. Same as: CMPL 469. "
CZCH,490,Topics in Czech Culture,3.0,3.0,3.0,False,[],Study of topics in Czech and/or Slovak literature and culture not currently covered in any other course. The specific topic will be announced in advance. Taught in English. Some readings in Czech for qualified students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 

DENG,701,Introduction to Research Design,1.0,1.0,1.0,False,[],"Introduction to scientific methodology, clinical epidemiology, oral biology and technology transfer, clinical trials, evaluation of scientific literature, experiments of nature, animal models for oral research, ethnics in research, laboratory simulations and research models, and proposal writing. Grading status: Letter grade. "
DENG,702,Biostatistics,2.0,2.0,2.0,False,[],"Introduction of biostatistical concepts, sampling, descriptive statistics, hypothesis testing, comparisons of means and proportions, 2x2 and r x c tables, correlation and simple regression, sample size and power, analysis of variance, factorial anova, multiple regression, and nonparametric tests. Grading status: Letter grade. "
DENG,703,Applied Dental Research Methods,2.0,2.0,2.0,False,[],"This course builds on previous courses, DENG 701 Introduction to Research Methods and DENG 702 Biostatistics. The goal is to help students prepare and complete the thesis with emphasis on the results section. Grading status: Letter grade. "
DENG,704,Interdisciplinary Care Conference,1.0,1.0,1.0,False,[],"For first & second-year dental graduate students. Review and discussion of the diagnoses, treatment plans, prognoses, and interdisciplinary care of selected patients. Repeat rules: May be repeated for credit. Grading status: Letter grade. "
DENG,707,Regional Anatomy,3.0,3.0,3.0,False,[],"Review of the anatomy of the head and neck region, including osteology, cardiovascular system, head and neck embryology, special sensory modalities, nervous system, functional nervous system, and extraoral correlation with the oral cavity. Grading status: Letter grade. "
DENG,710,Graduate Clinic,2.0,2.0,2.0,False,[],Observer / assist Faculty and Residents in the Graduate Clinic. Grading status: Letter grade. 
DENG,720,Applied Pharmacology,1.0,1.0,1.0,False,[],"This course is designed for dental practitioners with sufficient general and specific clinical pharmacology knowledge to appropriately and safely utilize drugs in treatment. The course will be concentrated in three areas: general clinical pharmacology principles, general clinical pharmacology of medications, specific clinical pharmacology of drugs utilized by dental practitioners. Grading status: Letter grade. "
DENG,751,Advanced Pain and Anxiety Control,2.0,2.0,2.0,False,[],"Introduction to: operating room and recovery room protocol; patient cardiovascular and pulmonary evaluation; adjunct and inhalant agents; nitrous oxide; pharmacology of IV anesthetic agents; EKG interpretation; arterial blood gases; anesthesia equipment monitoring; anesthetic complications and emergencies; fluid and electrolyte and blood therapy; airway management; venipuncture; pediatric anesthesia; and pre-op evaluation, orders, and rounds. Grading status: Letter grade. "
DENG,799,Orientation for Clinical and Research Program,2.0,2.0,2.0,False,[],"During this course, student complete required clinical training in the program and the School of Dentistry, attend a library orientation, and are introduced to research procedures and requirements. Grading status: Letter grade. "
DENG,890,Special Topics in Dentistry,13.0,1.0,3.0,True,[],This course will cover foundational topics or dental specialty content tailored to the certificate or master students clinical area of interest. Repeat rules: May be repeated for credit. 12 total credits. 4 total completions. Grading status: Letter grade. 
DENG,901,Research,16.0,1.0,6.0,True,[],The goal of this course is to provide certificate or master students an opportunity to investigate different research areas and to conduct an independent research project under a faculty mentor. Repeat rules: May be repeated for credit. 15 total credits. 5 total completions. Grading status: Letter grade. 

DHYG,241,Nutrition,2.0,2.0,2.0,False,[],"Course content addresses the principles and practices of human nutrition as applied to the nutritional needs of individuals at any point in the health illness continuum, throughout the lifespan and across diverse cultural groups. Analysis of diet and application of diet modification strategies to assist in attaining and maintaining optimum oral health are stressed. Grading status: Letter grade. "
DHYG,251,Survey of Physiology,3.0,3.0,3.0,False,[],
DHYG,252,Dental Radiology,3.0,3.0,3.0,False,[],"This course is designed to provide the student with a basic understanding of theories and principles in dental radiography. Lectures, seminars and preclinical laboratories will be used to prepare the student on the use of ionizing radiation in dentistry. Grading status: Letter grade. "
DHYG,253,Dental Anatomy,2.0,2.0,2.0,False,[],"This course is designed to provide opportunities for the student to learn the structure, morphology and function of the teeth and their supporting structures. Lectures, labs and identification exercises are incorporated. These will emphasize normal clinical appearance of the teeth and oral tissues as they apply to clinical dental hygiene. Grading status: Letter grade. "
DHYG,257,Introduction to Dental Hygiene,2.0,2.0,2.0,False,[],This course will provide the student with the basic concepts and theories related to the performance of clinical dental hygiene. The course will provide an introduction to the UNC School of Dentistry patient care system. Opportunities will be provided for the student to identify his/her role as a dental hygienist with an emphasis on personal and professional development. Grading status: Letter grade. 
DHYG,257,Preclinical Dental Hygiene,3.0,3.0,3.0,False,[],Laboratory exercises will allow for the development of competency in technical and judgmental skills necessary for clinical procedures. Peer patient experience will provide an introduction to the patient care system. Opportunities will be provided for the student to identify his or her role as a dental hygienist with an emphasis on personal and professional development. Grading status: Letter grade. 
DHYG,261,Dental Pharmacology,2.0,2.0,2.0,False,[],"A survey course of pharmacology with emphasis on general principles and pharmacological action of and adverse reactions to commonly used drugs, especially those used in dentistry. The effect of drugs used to treat common medical problems on dental patients is also emphasized. Grading status: Letter grade. "
DHYG,262,Dental Health Education,2.0,2.0,2.0,False,[],"This course should prepare students to assess, develop, implement and evaluate preventive dental services for individual patients and groups within the community. The course will explore cognitive, affective and psychomotor skills which must be developed to produce a knowledgeable health professional. During the course of the semester the student will be assisted in developing a personal philosophy regarding his/her role in the prevention of oral diseases and demonstrate a personal commitment to proper oral hygiene. Instruction in four areas will be presented which include preventing disease, behavior modification, communication skills and patient management skills. Grading status: Letter grade. "
